g567_evaluation_uid,g567_dataset_row_id,split,map,map_family,agents,budget_ms,contexts,candidates,safe_candidates,primary_safe_AB_candidates,pareto_safe_AB_candidates,joint_positive_AB_candidates,joint_positive_ABC_candidates,harmful_candidates,both_fail_uninformative_candidates,single_run_boundary_uncertain_candidates,primary_training_candidates,contexts_with_zero_primary_training_candidates,contexts_with_only_anchor_like_target,mean_primary_training_candidates_per_context,median_primary_training_candidates_per_context
8dd78c50a7c0a2b2a13bfa90ea694effec6bf1ff833e9345c09c95c8efcb796e,g567_gate3b_label_train_01485,LABEL_TRAIN,g567-large-maze-192x128-a-v1,large_maze,2000,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
8e3cd1108b2f8b3dc808f44b0af9e5153daeb376b054a15018aaaf0b7a1d586c,g567_gate3b_label_train_00515,LABEL_TRAIN,room_64_64_8,room,192,30000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
8e47a89fd75b11c75acd77786625358fa9ea7a519cfa1065faf86fd5dae3d377,g567_gate3b_label_train_00460,LABEL_TRAIN,room_64_64_8,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8ea9535fb110e94ca5fc1048a8c81d94022ffcb12ef0440612709c75769e217c,g567_gate3b_label_train_01277,LABEL_TRAIN,room_64_64_16,room,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
8ed479b6ec60b397e2f050fde7e82b66e4e6134c939d6e119288ac9c9e5279ad,g567_gate3b_label_train_00630,LABEL_TRAIN,g567-large-room-128x128-a-v3,large_room,2000,40000,1,21,21,21,1,2,2,1,0,0,1,0,0,1,1
8edb742dfca20642c14b69765bb88c5f7f32cf1b293b93f052925c9f757c3770,g567_gate3b_label_train_00450,LABEL_TRAIN,room_64_64_8,room,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
8ee533a793fa1eaa27c098cfd8164b70243f8020efef2e1735b44afa52a1ffe0,g567_gate3b_label_train_00521,LABEL_TRAIN,room_64_64_8,room,256,30000,1,21,21,21,1,0,0,17,0,0,1,0,1,1,1
8eecb274d3e8bbebe649262fa70198dc3aaac1800839e7b028b5eb7b6c51321b,g567_gate3b_label_train_00096,LABEL_TRAIN,den312d,game,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8f02d2dea83a92db9e0065aa85cb546e50a5096386dfb04480c56ac03a872582,g567_gate3b_label_train_00427,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,384,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8f0c0d8eeb7e66e5958855ee11221fe7e4ac381b973b6af22397e765a9e65c3c,g567_gate3b_label_train_01811,LABEL_TRAIN,room_32_32_4,room,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8f0f044855dcecd3e592beacdcf22392bbb884a7ed9b661fdd80178f9a5d947a,g567_gate3b_calibration_00156,CALIBRATION,empty_16_16,empty,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
8f14fddac1dc44eb487f31ce30083f80df3aad5077a6580ec279dd808e5a95be,g567_gate3b_label_train_00612,LABEL_TRAIN,maze_32_32_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8f15f41b32670a77f91545d5e962b2001be89f856d098401b36152d2b8dda284,g567_gate3b_label_train_00114,LABEL_TRAIN,den312d,game,12,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
8f714f3826befda9677cffdfab802fa2d751fb09b09d39d685c2bc312d10bd27,g567_gate3b_calibration_00224,CALIBRATION,empty_32_32,empty,256,30000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
8f7e087425eca36ff06594b7b24d830ccb474edf7631488acd3723ceb6119e7d,g567_gate3b_label_train_01464,LABEL_TRAIN,g567-large-maze-192x128-a-v3,large_maze,1500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
8f99b326aae7d42bef076f6b2ccec2641c4d2ca81a21cabb9485108b08871901,g567_gate3b_calibration_00284,CALIBRATION,warehouse_small,warehouse,128,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
8fa7bffcf8e88d77285fd0fefffc356bc7da9848a832cbca1aee75a6bd0c4908,g567_gate3b_calibration_00454,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,1,1,0,0,0,1,0,1,1,1
8fabc6d57560a3e75e7d38a19b23f60ae081668fbcbd9301a6814ca8eecff0b5,g567_gate3b_label_train_01250,LABEL_TRAIN,room_64_64_16,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
8fe9862d70b05fea30ab75033d2c2441f85f0b250a43494bf00e574d8d25ca0a,g567_gate3b_calibration_00095,CALIBRATION,warehouse_small,warehouse,768,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
8ffceb1179a46971aab942c1fe12e0966c24dce4d2356063a0d69ca450598b18,g567_gate3b_label_train_00832,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
9029cdd3c44edeea985f65f8c09e5b3780c059237d0b9a269adab82a45334856,g567_gate3b_label_train_00740,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,1,2,2,11,0,0,1,0,0,1,1
9032953d883bfb9c23f89c2ef9ad79ea9bb58db0a8fbf06c9ca64e12e1dbef51,g567_gate3b_label_train_01373,LABEL_TRAIN,maze_128_128_2,maze,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
90402bbb9a01b8daa3bea78713a21de2bb75640f4233cbc860ab1012367ca947,g567_gate3b_label_train_00323,LABEL_TRAIN,g567-tunnel-64x32-a-v2,tunnel,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
90491e713bbb23517a2f7443a0ea569d4aaa46836b6bd6a87e8b5eb8f4fc3fbd,g567_gate3b_calibration_00143,CALIBRATION,empty_16_16,empty,48,30000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
905166a159fdd36d7dd33f2161a348aa207c9ffa746530d7148a1d830728673a,g567_gate3b_label_train_00352,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,48,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
90523affe392edf9ae4cd2f4a6b5b511a83b6ab7c776e70184e8211b18635e75,g567_gate3b_label_train_01879,LABEL_TRAIN,g567-room-24x24-a-v2,room,80,30000,1,21,21,21,1,1,0,18,0,0,1,0,1,1,1
908bf394f949871862b61e966d6a68704dbb500a02643c0ea187bbf1100be528,g567_gate3b_label_train_01514,LABEL_TRAIN,g567-large-maze-192x128-a-v1,large_maze,2500,40000,1,21,21,21,1,0,0,5,0,0,1,0,1,1,1
90afad18e2441b0dd5132dae3347794639fdaafd57ac3cc23a3570c20e4c6a6a,g567_gate3b_label_train_01937,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,2500,40000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
90be00fc7485550009825637866316b7ab3094fffed85d5ff7ec5bbe5b6d6f98,g567_gate3b_label_train_00094,LABEL_TRAIN,sortation_small,public_other,384,30000,1,21,21,21,1,0,0,8,0,0,1,0,0,1,1
90c550256fc4dff2dff5f544472f77a24770cb30e67313b6b570cb49cecd15a1,g567_gate3b_label_train_01463,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,1500,40000,1,21,21,21,1,0,0,2,0,0,1,0,1,1,1
90c65a3a4b7755603c3746a72881723ef90a4eb31584c03bc68357439ba3c9b3,g567_gate3b_label_train_01241,LABEL_TRAIN,room_64_64_16,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
90f27ba6b37b95eec335bb6a8a9f37f3da7249f8518afc029e919e36ac051357,g567_gate3b_label_train_01080,LABEL_TRAIN,g567-room-48x48-a-v2,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
9100793bbf890616b64c4608e844939305518a3712969241b0a84f4a907d3c96,g567_gate3b_label_train_01130,LABEL_TRAIN,g567-room-48x48-a-v1,room,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
910e258d25440cede329fb3d013f011d01b4a28cacc71e98374af5914b91b524,g567_gate3b_label_train_00791,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,24,30000,1,21,21,21,2,0,0,0,0,0,2,0,1,2,2
911527bdd2b6ff4e9c65bb5bf448f66996aa1a164efd0801ec0326f7514f6360,g567_gate3b_label_train_01358,LABEL_TRAIN,maze_128_128_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
9117bcaa283364a0fec3ef0d69d2e212440572875a8b6b375cbedcd424c7ad76,g567_gate3b_label_train_00721,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
91369cf2ec3e57f14a6200d137a3bc0e1ae457fd63e10e307e5e1941e70d10b7,g567_gate3b_label_train_01963,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,3000,60000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
9142d8db3eba58f91f7656a054b6610027d078b6688b96568f41440d8c8bd9fd,g567_gate3b_label_train_01340,LABEL_TRAIN,room_64_64_16,room,2000,40000,1,21,21,21,1,21,8,10,0,0,1,0,0,1,1
914691a27b303b6c58851b8627f1e34ff7ad571529371193219d0ad721c16acb,g567_gate3b_label_train_00733,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
914f641ba693b32cd6f0de905a66cc496bb4a7aa2d76e3b5c70137533b28004f,g567_gate3b_label_train_01777,LABEL_TRAIN,g567-room-64x48-b-v0,room,1500,40000,1,21,21,21,1,20,4,14,0,0,1,0,0,1,1
9181932da31ca28b5bf6b9028981b80553301cce5ba7699c211d1bc7ffa9a344,g567_gate3b_label_train_01783,LABEL_TRAIN,room_32_32_4,room,8,30000,1,21,21,21,15,0,0,0,0,0,15,0,0,15,15
91942e1f454c17f9675d1c1d53f6ea76c3ca2b5921e08a42807487aa3fcad10a,g567_gate3b_label_train_01375,LABEL_TRAIN,maze_128_128_2,maze,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
91994383b6d298b6f7c53b351e4ee9ca6c7f9e353e5a2294dbd95ffed23afc61,g567_gate3b_label_train_00119,LABEL_TRAIN,den312d,game,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
91a37922cdac1554dc2c7c3c02f2b374972f51e6f82f0da56756ce3b3c4ae3bb,g567_gate3b_calibration_00408,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,20,0,1,0,0,1,0,0,1,1
91ad697954e79647f180331b8cc2a579fb70921f621e5a590cde3c81d7409228,g567_gate3b_calibration_00213,CALIBRATION,empty_32_32,empty,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
91d48b4a3e4454ec508f55faccfdd65b7c2b81796a64b82b96ed58e89bca0ed4,g567_gate3b_label_train_01936,LABEL_TRAIN,g567-large-maze-128x128-a-v0,large_maze,2500,40000,1,21,21,21,1,4,3,0,0,0,1,0,1,1,1
91fe029d14fc06cf990e4d2078c2294c2cdf332e175be618e6747651d2fb8d18,g567_gate3b_label_train_01181,LABEL_TRAIN,g567-room-48x48-a-v3,room,1000,40000,1,21,21,21,1,14,4,14,0,0,1,0,0,1,1
9202e9e66d4011e43dd3c503ca0a73950b2cca0d5d91a74526dbb9d04ed908ff,g567_gate3b_label_train_00911,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
920e0731257fd02428a86c04aeba80463f7cb849df9af00e8a2dfe006fd3efe3,g567_gate3b_label_train_00195,LABEL_TRAIN,random_32_32_10,random,8,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
921447a34d4cace1546cff63c35eb6b4f328bc791b8dc5680d8f69ec71782378,g567_gate3b_label_train_01976,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,3000,60000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
9215dd73e84ff8347bbe39de652dbedadd2a7ce8d34eb91142e25e294f751bde,g567_gate3b_label_train_00348,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
921a083055a0322c45678c7bc45069b7959a7d04e062f94eaacf08c9022dad04,g567_gate3b_label_train_01634,LABEL_TRAIN,warehouse_10_20_10_2_1,warehouse,80,30000,1,21,21,21,1,7,0,0,0,0,1,0,1,1,1
921a2fac44db0719822a3f874ac80cf32b2271c12d30e24ef5d7fc432524c445,g567_gate3b_label_train_00143,LABEL_TRAIN,den312d,game,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
92279aece63bcdb847647c6fe603f953497753c7677647b9e31e303b9c3294b6,g567_gate3b_label_train_00211,LABEL_TRAIN,random_32_32_10,random,12,30000,1,21,21,21,20,0,0,0,0,0,20,0,0,20,20
923d2824186837000af3aa01e0dace30d6618e2bb2584ef958b2579650b163e0,g567_gate3b_calibration_00395,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,20,0,1,0,0,1,0,1,1,1
9267310c88f12ed75e7583a160f4f0168f2d395b04f3e27a2ca2c2486e26462f,g567_gate3b_label_train_00651,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,2000,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
9269a510daaff035c7d171296714703d6a78d7a4e6477f64ea868cd57b24eea8,g567_gate3b_label_train_00163,LABEL_TRAIN,den312d,game,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
927566468f9cbf21cee4d1ff2dcc59def8e55fe6c88d05c9ddf3852a72498c99,g567_gate3b_label_train_01423,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
92f8341fb78ec913e1f0b33373d058ba9e8a8e603fd186233a941ab9dd940ca2,g567_gate3b_label_train_00326,LABEL_TRAIN,g567-tunnel-64x32-a-v1,tunnel,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
930a2dd7b49529fa694b775a0651e0accf9d054c5fe7a28499bfc401a161b374,g567_gate3b_label_train_00931,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,2500,40000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
930f288a20d2c996126cf5e889acc8d22d4f5f29d145856abb4d61e75269614a,g567_gate3b_calibration_00451,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,2,2,0,0,0,1,0,1,1,1
936b31bf3c541bf55c8c5b61bf1adf6012184696fa877b1ff1b1b96a4b83545e,g567_gate3b_label_train_01036,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,1,0,0,3,0,0,1,0,1,1,1
93994edf9ecdb4d16b5764b7751c4d08cda99aff0c9eebf6d1bb56eedd2abbd9,g567_gate3b_label_train_01931,LABEL_TRAIN,g567-large-maze-128x128-a-v2,large_maze,2500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
939e0323308a9ec2b950c5e171f92248721a1c961f892e96cfb9e9a80a4b6bf9,g567_gate3b_calibration_00490,CALIBRATION,g567-corners-48x48-a-v2,irregular_bottleneck,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
93ac0c52ba4b248d15a9555e43f6de6a02db684b57023d7c3759193ad6ec3e9f,g567_gate3b_label_train_00058,LABEL_TRAIN,random_64_64_20,random,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
93b5f640e615a366ed09ab5a45ccabc3712f3e82e9ea277adc7e37f8d803f7d5,g567_gate3b_calibration_00422,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,15,0,2,0,0,1,0,1,1,1
93e4bf385a1b58c0e67bae89dc2550b6ebd1988d113233ea3cee32848bc806c5,g567_gate3b_calibration_00203,CALIBRATION,empty_32_32,empty,32,30000,1,21,21,21,3,0,0,0,0,0,3,0,0,3,3
9400062d725d4f867198d5aed08db69717c9c51bc3b17431c1ca76815a2f2394,g567_gate3b_label_train_00867,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
941ed4d094ee5003b3abbfe70ff8d197514ca39737c75f41f500deda416cc701,g567_gate3b_label_train_00542,LABEL_TRAIN,room_64_64_8,room,1000,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
9423c2ab51ddf8623701caae96b97eff719c5d0e74ef331afe0baa17797cd077,g567_gate3b_label_train_00361,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,48,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
945a1e36508bb5b14e1fcbf0efdd6e3eabca428def9d8931b4db8f7134c51738,g567_gate3b_label_train_01605,LABEL_TRAIN,sortation_medium,public_other,1500,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
9460d34be15c9bd70f87bb851f1bd12050dd4386013a15b11c13e0c7b045a24a,g567_gate3b_label_train_00139,LABEL_TRAIN,den312d,game,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
947228944ba6a17c1c718b92bdc13e350fdeb3dbf1b3ecd2a7e24d0ee7255296,g567_gate3b_label_train_01542,LABEL_TRAIN,g567-large-maze-192x128-a-v3,large_maze,3000,60000,1,21,21,21,1,1,1,16,0,0,1,0,1,1,1
94799474ac8711f2f6a5a9ddb6d670288dafc2e39243102d2f8f8ab522dc0333,g567_gate3b_calibration_00198,CALIBRATION,empty_32_32,empty,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
948b248f95d8593252829d9285b8dbe45dedbdba1bf1f846f82b330e7fb75c95,g567_gate3b_calibration_00325,CALIBRATION,maze_128_128_1,maze,64,30000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
94a6d2fc3af44f9e7571b6f955875c91b68b1b0857c9052cf101812adae1d378,g567_gate3b_label_train_00758,LABEL_TRAIN,sortation_small,public_other,256,30000,1,21,21,21,1,0,0,1,0,0,1,0,0,1,1
94b065167cf4e8cbf39d652dbac7239a97d36733bcafe24f237c3bbe85804e67,g567_gate3b_calibration_00015,CALIBRATION,ht_chantry,game,32,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
94c387c06009d2c28d18f0bca2942e7382eb9bd813be8ec933c34f15958681b4,g567_gate3b_label_train_01002,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
94c4a1e73731a30644449458740690775e3e7cb37adfd523b992a4588a9781e7,g567_gate3b_label_train_00448,LABEL_TRAIN,room_64_64_8,room,8,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
94d8531490278dbc980a42fc9f2a2fb95803a89590b118296fb66fb239703358,g567_gate3b_label_train_01345,LABEL_TRAIN,maze_128_128_2,maze,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
94dc4024ad8f868005a0a0ee7c765b77136e5e6c5943a5bcd38fc5440f0fc551,g567_gate3b_label_train_01659,LABEL_TRAIN,g567-room-64x48-b-v1,room,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
94e348f03a2aa86fc4ff3e69022670398e4a0d44c14a4a397230bbbe18308430,g567_gate3b_label_train_01474,LABEL_TRAIN,g567-large-maze-192x128-a-v3,large_maze,1500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
94f20841af1f331d60676e1beb16d5a1647717329933545e5cba233b5758a9bf,g567_gate3b_label_train_00861,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
94f8f92a7318263ace68269c1b1ef5832d42dfbe3236b50c3c35060b1fb526a4,g567_gate3b_label_train_01748,LABEL_TRAIN,g567-room-64x48-b-v0,room,1500,40000,1,21,21,21,1,1,1,15,0,0,1,0,0,1,1
95073c2d23b579002e5c43bd1fc1f8332b45afa18e27d0f1cfb46d2237003155,g567_gate3b_label_train_00847,LABEL_TRAIN,g567-large-empty-128x128-a-v2,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
952c53b9e16ea364559afd36f76831a352adde945b849149134875b631bafbf6,g567_gate3b_calibration_00493,CALIBRATION,g567-connector-48x48-a-v1,connector,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
954d8691ab1f0f374830743b23de5d2c5f5c32c9033a14d31d3b762e8b0142e6,g567_gate3b_label_train_00822,LABEL_TRAIN,g567-large-empty-128x128-a-v2,large_empty,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
95553711108700ae7bf00f20e5d92e8f601418e37e0bafb93c351790613d675f,g567_gate3b_calibration_00255,CALIBRATION,g567-islands-48x48-a-v2,islands,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
955c43677e939508ebdf1d3d065a25f38ed1069f1d307ee7927ba5c7b5990f96,g567_gate3b_label_train_00068,LABEL_TRAIN,random_64_64_20,random,1500,40000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
958603223ca31c7005e47f27d9412ea891dfb3fbd70c41bb285e3cc275bfa818,g567_gate3b_calibration_00274,CALIBRATION,warehouse_small,warehouse,16,30000,1,21,21,21,6,0,0,0,0,0,6,0,0,6,6
958a39b4fcb0158ab2253aad45e93895e217f0c67fd205f3fc419b14ef477675,g567_gate3b_label_train_01599,LABEL_TRAIN,sortation_medium,public_other,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
95ab51f4712c5ed33ef5be5f831560c77a9b0ede6acf5cf6aa71c764ca1832b9,g567_gate3b_label_train_00853,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
95c2c232b3e5aedf5bb62ed5fe018b83149939f723d420f16ba3839cffe6c116,g567_gate3b_label_train_00104,LABEL_TRAIN,den312d,game,12,30000,1,21,21,21,7,0,0,0,0,0,7,0,0,7,7
95f76809b24ddda06dd5656979490e7b8b43c26da32b80f43ce34ead842a34fc,g567_gate3b_label_train_01757,LABEL_TRAIN,g567-room-64x48-b-v0,room,1500,40000,1,21,21,21,1,17,10,8,0,0,1,0,1,1,1
9647502bfdc7bb381a0d2bc6f14787b9511a53b1d16459b770e68a9261d78cda,g567_gate3b_label_train_00786,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,24,30000,1,21,21,21,17,0,0,0,0,0,17,0,0,17,17
964b719c27b48742428327301ce1a86410275e99341767f9d3ede9f7b22a9840,g567_gate3b_calibration_00430,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
964dfa491e21eea8c32d676e21041025e7c2b6f15bbce6029edee97f4004c141,g567_gate3b_label_train_01672,LABEL_TRAIN,g567-room-64x48-b-v2,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
96724a6f4c6951c2f6e2ce3ec7fdb61a0db927c94315df3ac92340395fbb404a,g567_gate3b_calibration_00037,CALIBRATION,ht_chantry,game,128,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
96aa03c96776ae50c700adff3dc1b3298d5ffe410b836c15513fbfbf28bb9388,g567_gate3b_label_train_01399,LABEL_TRAIN,maze_128_128_2,maze,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
96e05cf56ef0dc0d0e87a9f9a31f7e32fa95ab10b0bcc2c38de2e0b1d4b051e0,g567_gate3b_label_train_01556,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,3000,60000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
970c828b5fd22dcd433db674cf4927c4a6d5f68468fa1006af210cea6397cebc,g567_gate3b_label_train_01093,LABEL_TRAIN,g567-room-48x48-a-v1,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
973eb4e9431b2720e1222929ea816dca26555ac2f96063aa4e68d27676b3c4d8,g567_gate3b_label_train_00530,LABEL_TRAIN,room_64_64_8,room,512,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
977db97e0db64b2706e8ac4d076132d022e754be1b6398dd37d90a2d72272fc8,g567_gate3b_label_train_00964,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2500,40000,1,21,21,21,1,0,0,2,0,0,1,0,0,1,1
9794bfb6fda7235b97d42c38b074ee54638961cd43edeec0725b9f32796d7b72,g567_gate3b_label_train_01838,LABEL_TRAIN,room_32_32_4,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
97ca5f0135a7b0c9575251e880cdc07839a62088f77fc5f515804d1cc3d96577,g567_gate3b_calibration_00445,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
986a4fe827feee4c617b6c025a5dc449c2e566d954824aec95e4ec1a7712588e,g567_gate3b_calibration_00115,CALIBRATION,empty_16_16,empty,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
986cf82ebbe0524bde506ac992d33e1e6a313a0c07aafefab68f506f069db1cd,g567_gate3b_label_train_01921,LABEL_TRAIN,g567-large-maze-128x128-a-v2,large_maze,2500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
9880af3d2a5db90e423a6222c2c736f0bbf7c7bac5c6c464b55f5c85b67b47d7,g567_gate3b_calibration_00228,CALIBRATION,empty_32_32,empty,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
98f29d8ca00627a6c792e9c9077081dcc9f42fb933a664c0767c236e2f2c6461,g567_gate3b_calibration_00217,CALIBRATION,empty_32_32,empty,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
9917185ecb05d092c9bc37435563bf864ebcba5e89a5f6b134b17b7704f64eef,g567_gate3b_label_train_01342,LABEL_TRAIN,room_64_64_16,room,2000,40000,1,21,21,21,1,5,5,8,0,0,1,0,0,1,1
993235a16c47e085da77bc968956228bff3f6bb83e749fb43ee016b0c8628f2a,g567_gate3b_calibration_00308,CALIBRATION,maze_128_128_1,maze,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
994341d5355a7a5addf87c15a577bd133eaf79f0b64e7aae509473e21e22d1da,g567_gate3b_calibration_00414,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,20,0,2,0,0,1,0,1,1,1
994828b9e7bc30865a8ee67137fbff3b5eccbb54b63ac29c82cca4e10fc582bc,g567_gate3b_label_train_00026,LABEL_TRAIN,random_64_64_20,random,16,30000,1,21,21,21,4,0,0,0,0,0,4,0,0,4,4
99598bf628c9880d3ccfe3b7bbfc1ea555c85bb9d869eafead5e285a3da1502f,g567_gate3b_label_train_01890,LABEL_TRAIN,g567-room-24x24-a-v0,room,80,30000,1,21,21,21,1,0,0,7,0,0,1,0,1,1,1
996177553ef2862f73285299d91c525d6bbe1c29cd781a5d96928356d05fbf0a,g567_gate3b_label_train_01534,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,2500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
