registry_row_id,candidate_id,candidate_family,theta_cluster,source_pool_id,distance_from_current_static_flow,global_fixed_candidate,context_dependent,dynamic_policy,allowed_for_promotion,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_registry_00515,g554_c00515,flow_wait_progress_micro_sweep,tiny,g554_pool_154632985673,0.12,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.15,0.025,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00516,g554_c00516,lambda_cong_micro_sweep,tiny,g554_pool_053167818002,0.18,True,False,False,True,1.25,1.35,1.25,0.75,0.75,1,0,0.95,1,0.9,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00517,g554_c00517,cost_clamp_micro_sweep,tiny,g554_pool_975925200957,0.395833333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.75,11.25,1,0,0,False,False,False,False,False
g554_registry_00518,g554_c00518,rho_decay_micro_sweep,tiny,g554_pool_487940602618,0.7,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.925,0.955,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00519,g554_c00519,shrinkage_to_hand_from_risky,near_miss,g554_pool_526653228479,0.375519782462,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.093118958762,0.95,1,1.04249098252,0.175,0.35,0.75,0.893599775301,11,1,0,0,False,False,False,False,False
g554_registry_00520,g554_c00520,negative_controls_wide_random,wide_diagnostic,g554_pool_574445157096,6.49596238346,True,False,False,False,0.0580365580366,0.683563933564,1.65055790056,0.39234039234,0.205598955599,0.953723453723,0.18856018856,0.926400726401,0.933193833194,1.35535985536,1.11397461397,0.38750998751,1.39643739644,0.676322176322,8.02921602922,0,1,0,False,False,False,False,False
g554_registry_00521,g554_c00521,two_factor_interaction,small,g554_pool_610438549625,0.0756429756387,True,False,False,True,1.25,1.297379563,1.25,0.75,0.75,1,0,0.95,1,1,0,0.380191460191,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00522,g554_c00522,trust_region_sobol_around_hand,small,g554_pool_640163570315,0.4372140747,True,False,False,True,1.25,1.23391028079,1.25,0.75,0.75,0.955981630982,0,0.964966469341,1,1.04924718675,0,0.325316395316,0.719309125559,0.957948207948,10.6615656866,1,0,0,False,False,False,False,False
g554_registry_00523,g554_c00523,trust_region_sobol_around_nearmiss,near_miss,g554_pool_785448218841,1.3590903802,True,False,False,True,1.25,1.03229303932,1.25,0.75,0.75,1.06185211185,0.322851519727,0.904120939121,1,1.02000170173,0.35,0.325916425916,0.720202704578,1,11.4773636274,1,0,0,False,False,False,False,False
g554_registry_00524,g554_c00524,cma_es_style_offline_candidates,near_miss,g554_pool_302578801839,2.23849065622,True,False,False,True,1.25,1.23191012441,1.25,0.75,0.75,0.929047385047,0.592606811357,0.9175,1,1.04119220449,0.407533584933,0.314726211926,0.791447583948,1,9.05,0,0,1,False,False,False,False,False
g554_registry_00525,g554_c00525,cross_entropy_elite_refits,near_miss,g554_pool_363688228022,0.942053141017,True,False,False,True,1.25,1.22194551695,1.25,0.75,0.75,0.97082964783,0.190271879022,0.978441609141,1,1.03159006278,0.142636754727,0.319336297336,0.800049188799,0.950192075192,10.2317268795,1,0,0,False,False,False,False,False
g554_registry_00526,g554_c00526,coordinate_descent_lines,small,g554_pool_568058237533,0.15,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.5625,1,11,1,0,0,False,False,False,False,False
g554_registry_00527,g554_c00527,flow_wait_progress_micro_sweep,tiny,g554_pool_316478801272,0.146666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.9,0.1,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00528,g554_c00528,lambda_cong_micro_sweep,tiny,g554_pool_998291081650,0.32,True,False,False,True,1.25,1.4,1.25,0.75,0.75,1,0,0.95,1,1.2,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00529,g554_c00529,cost_clamp_micro_sweep,tiny,g554_pool_601541827932,0.854166666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.5,11.75,1,0,0,False,False,False,False,False
g554_registry_00530,g554_c00530,rho_decay_micro_sweep,tiny,g554_pool_735707002395,0.85,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.905,0.96,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00531,g554_c00531,shrinkage_to_hand_from_risky,near_miss,g554_pool_138081829013,0.163937448124,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.11607978784,0.95,1,1.01027965944,0.0911909376181,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00532,g554_c00532,negative_controls_wide_random,wide_diagnostic,g554_pool_970559840008,4.55477984228,True,False,False,False,0.662528162528,1.70852870853,0.795038045038,0.452476702477,1.30990780991,0.152229152229,0.951143451143,0.991871091871,0.993474193474,1.0616025616,0.334588834589,0.693177493177,0.565245315245,0.780498780499,11.0567790568,1,0,0,False,False,False,False,False
g554_registry_00533,g554_c00533,one_factor_small_perturbation,small,g554_pool_488796284670,0.08313089875,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.332523595,1,0,0,False,False,False,False,False
g554_registry_00534,g554_c00534,two_factor_interaction,small,g554_pool_342275029748,0.364416833167,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.982448956824,1,1,0,0.35,0.799909081159,1,11,1,0,0,False,False,False,False,False
g554_registry_00535,g554_c00535,trust_region_sobol_around_hand,tiny,g554_pool_164674993126,0.326461620207,True,False,False,True,1.25,1.27036948131,1.25,0.75,0.75,0.965441821692,0.0203360593986,0.966064379502,1,0.978770647521,0,0.366743961744,0.732065700816,1,11.2148314523,1,0,0,False,False,False,False,False
g554_registry_00536,g554_c00536,trust_region_sobol_around_nearmiss,near_miss,g554_pool_344206531954,2.58855533989,True,False,False,True,1.25,1.22011373574,1.25,0.75,0.75,0.951914583165,0.684797850301,0.90788504476,1,1.13328404016,1,0.33346950347,0.792457823708,0.548202236817,11.426497789,1,0,0,False,False,False,False,False
g554_registry_00537,g554_c00537,cma_es_style_offline_candidates,near_miss,g554_pool_784029323235,0.945768871707,True,False,False,True,1.25,1.27431281931,1.25,0.75,0.75,1.04365549315,0.224017418975,0.930913043563,1,1.06264623006,0.2275,0.312195920596,0.798148326898,0.922007425331,10.5077812098,1,0,0,False,False,False,False,False
g554_registry_00538,g554_c00538,cross_entropy_elite_refits,near_miss,g554_pool_645075552862,1.83752833476,True,False,False,True,1.25,1.02213807854,1.25,0.75,0.75,1.02178325728,0.615928542178,0.9825,1,1.18534575537,0.737840499318,0.374540602941,0.708752340002,1,11.3282419563,1,0,0,False,False,False,False,False
g554_registry_00539,g554_c00539,coordinate_descent_lines,small,g554_pool_340894910972,0.3125,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.6,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00540,g554_c00540,flow_wait_progress_micro_sweep,tiny,g554_pool_863179527733,0.0333333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.05,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00541,g554_c00541,lambda_cong_micro_sweep,tiny,g554_pool_340910263079,0.21,True,False,False,True,1.25,1.05,1.25,0.75,0.75,1,0,0.95,1,0.95,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00542,g554_c00542,cost_clamp_micro_sweep,tiny,g554_pool_148065566190,0.516666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.8,12,1,0,0,False,False,False,False,False
g554_registry_00543,g554_c00543,rho_decay_micro_sweep,tiny,g554_pool_562986934035,0.8,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.99,0.96,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00544,g554_c00544,shrinkage_to_hand_from_risky,near_miss,g554_pool_846552656463,0.239044848356,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0423422730654,0.95,1,1.023122723,0.1225,0.35,0.75,0.924713769822,11,1,0,0,False,False,False,False,False
g554_registry_00545,g554_c00545,negative_controls_wide_random,wide_diagnostic,g554_pool_417025866265,5.58748567498,True,False,False,False,0.0973065973066,0.800165300165,1.98917973918,0.149562649563,0.461568211568,0.158920658921,0.141331391331,0.921743621744,0.993010593011,1.11033761034,0.534293034293,0.402255602256,0.536899036899,0.612485112485,8.41465241465,0,0,1,False,False,False,False,False
g554_registry_00546,g554_c00546,one_factor_small_perturbation,tiny,g554_pool_445371471816,0.0128607878613,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.990354409104,11,1,0,0,False,False,False,False,False
g554_registry_00547,g554_c00547,two_factor_interaction,small,g554_pool_264285454143,0.14934192115,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.5973676846,1,0,0,False,False,False,False,False
g554_registry_00548,g554_c00548,trust_region_sobol_around_hand,medium,g554_pool_534942807499,0.973993480231,True,False,False,True,1.25,1.182250651,1.25,0.75,0.75,1.0826011826,0,0.99602034977,1,1.08327048327,0,0.424928014928,0.704301423051,1,10.2358652609,1,0,0,False,False,False,False,False
g554_registry_00549,g554_c00549,trust_region_sobol_around_nearmiss,near_miss,g554_pool_967808897900,1.1275675821,True,False,False,True,1.25,1.31220098408,1.25,0.75,0.75,0.935817054567,0.377671699547,0.913716578092,1,1.0253991879,0.208958332083,0.400601086656,0.676983502382,0.979174841675,10.7763583639,1,0,0,False,False,False,False,False
g554_registry_00550,g554_c00550,cma_es_style_offline_candidates,near_miss,g554_pool_621943145239,1.22741821716,True,False,False,True,1.25,1.27678093678,1.25,0.75,0.75,0.930651807652,0.698533598536,0.972063963964,1,1.04521723021,0.218637852724,0.360770347853,0.724968676944,0.960751647752,10.586000429,1,0,0,False,False,False,False,False
g554_registry_00551,g554_c00551,cross_entropy_elite_refits,near_miss,g554_pool_542666121666,0.746239407709,True,False,False,True,1.25,1.20509194259,1.25,0.75,0.75,1.07591394641,0.196284368784,0.973945327795,1,1.03466588666,0.0765232484536,0.336647227146,0.675652693281,1,11.4054907765,1,0,0,False,False,False,False,False
g554_registry_00552,g554_c00552,coordinate_descent_lines,small,g554_pool_624006733119,0.5,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.5,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00553,g554_c00553,flow_wait_progress_micro_sweep,tiny,g554_pool_953072313396,0.16,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.15,0.075,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00554,g554_c00554,lambda_cong_micro_sweep,tiny,g554_pool_445104387457,0.37,True,False,False,True,1.25,1.1,1.25,0.75,0.75,1,0,0.95,1,1.25,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00555,g554_c00555,cost_clamp_micro_sweep,tiny,g554_pool_664566671846,1.0375,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.55,9.25,1,0,0,False,False,False,False,False
g554_registry_00556,g554_c00556,rho_decay_micro_sweep,tiny,g554_pool_995501831674,0.55,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.97,0.965,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00557,g554_c00557,shrinkage_to_hand_from_risky,near_miss,g554_pool_833633333035,1.26160880178,True,False,False,True,1.25,1.16730375289,1.25,0.75,0.75,1,0.65,0.95,1,1.21033236433,0.697679159638,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00558,g554_c00558,negative_controls_wide_random,wide_diagnostic,g554_pool_885000060244,5.65696506947,True,False,False,False,0.0377595377595,0.656786406786,1.15186340186,0.995970995971,1.60025060025,1.44316344316,1.164999915,0.99937959938,0.94871984872,0.872563372563,0.105741105741,0.172410572411,0.554015304015,0.973751473751,9.84088584089,0,1,0,False,False,False,False,False
g554_registry_00559,g554_c00559,one_factor_small_perturbation,medium,g554_pool_268757303359,0.0654263154264,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.831782894283,1,11,1,0,0,False,False,False,False,False
g554_registry_00560,g554_c00560,two_factor_interaction,small,g554_pool_191102785575,0.062028437032,True,False,False,True,1.25,1.30300564676,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.985282060282,11,1,0,0,False,False,False,False,False
g554_registry_00561,g554_c00561,trust_region_sobol_around_hand,small,g554_pool_260194547353,0.587755094009,True,False,False,True,1.25,1.28426650302,1.25,0.75,0.75,1.0661048411,0,0.911776581152,1,0.97846987847,0,0.331006741007,0.805312367812,1,10.8219351219,1,0,0,False,False,False,False,False
g554_registry_00562,g554_c00562,trust_region_sobol_around_nearmiss,near_miss,g554_pool_719977338503,2.12799327927,True,False,False,True,1.25,1.22332725458,1.25,0.75,0.75,0.967997205497,0.963973995224,0.98103549791,1,1.01448667699,0.475929548141,0.311893691894,0.729732823483,0.954378991879,10.8106478731,0,0,1,False,False,False,False,False
g554_registry_00563,g554_c00563,cma_es_style_offline_candidates,near_miss,g554_pool_923559641934,0.934548549749,True,False,False,True,1.25,1.27899238524,1.25,0.75,0.75,1.05496560196,0.260796185796,0.9825,1,1.04523930424,0.108273972202,0.319421567021,0.685797258298,0.95235926836,10.7178168168,1,0,0,False,False,False,False,False
g554_registry_00564,g554_c00564,cross_entropy_elite_refits,near_miss,g554_pool_687977043295,1.80004957268,True,False,False,True,1.25,1.14557964807,1.25,0.75,0.75,0.950868316368,0.612851292851,0.9825,1,1.24109267247,0.65,0.385785998986,0.699251833002,0.977825981826,10.6833783784,1,0,0,False,False,False,False,False
g554_registry_00565,g554_c00565,coordinate_descent_lines,small,g554_pool_190832371878,0.5,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.625,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00566,g554_c00566,flow_wait_progress_micro_sweep,tiny,g554_pool_903990339346,0.226666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.9,0.2,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00567,g554_c00567,lambda_cong_micro_sweep,tiny,g554_pool_954624651860,0.04,True,False,False,True,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00568,g554_c00568,cost_clamp_micro_sweep,tiny,g554_pool_201300628204,0.575,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.85,9.5,1,0,0,False,False,False,False,False
g554_registry_00569,g554_c00569,rho_decay_micro_sweep,tiny,g554_pool_039167427191,0.3,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,0.97,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00570,g554_c00570,shrinkage_to_hand_from_risky,near_miss,g554_pool_531472733009,0.0776528466943,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.07,0.95,1,1,0.0324792700414,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00571,g554_c00571,negative_controls_wide_random,wide_diagnostic,g554_pool_116394939121,4.38800097551,True,False,False,False,1.12711912712,1.14431314431,2.03911428911,0.710216960217,0.684611184611,1.06304956305,0.769742019742,0.904569304569,0.963391363391,1.41660791661,0.37198987199,0.732253532254,0.383897633898,0.674723924724,9.58321758322,1,0,0,False,False,False,False,False
g554_registry_00572,g554_c00572,one_factor_small_perturbation,small,g554_pool_798448580655,0.0478760728762,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.388300858301,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00573,g554_c00573,two_factor_interaction,small,g554_pool_533494850887,0.074852737353,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0439523408273,0.95,1,1,0,0.35,0.700386419136,1,11,1,0,0,False,False,False,False,False
g554_registry_00574,g554_c00574,trust_region_sobol_around_hand,tiny,g554_pool_479814212068,0.41133734257,True,False,False,True,1.25,1.22876417408,1.25,0.75,0.75,1.03181742244,0,0.972727953353,1,1.01476117726,0,0.332243747244,0.724368255618,0.980756312006,10.7490504241,1,0,0,False,False,False,False,False
g554_registry_00575,g554_c00575,trust_region_sobol_around_nearmiss,near_miss,g554_pool_792932000213,1.12067254938,True,False,False,True,1.25,1.24251904225,1.25,0.75,0.75,0.949018155268,0.312097024597,0.911720436095,1,1.13071305462,0.251459482081,0.330195000195,0.706883488133,0.96058993559,10.8476891727,1,0,0,False,False,False,False,False
g554_registry_00576,g554_c00576,cma_es_style_offline_candidates,near_miss,g554_pool_151593137663,1.92489361566,True,False,False,True,1.25,1.31372991498,1.25,0.75,0.75,1.03521685972,0.61513006513,0.92416019266,1,0.806811203982,0.177078170844,0.380932584533,0.698365605865,0.949184821185,10.4361523038,0,0,1,False,False,False,False,False
g554_registry_00577,g554_c00577,cross_entropy_elite_refits,near_miss,g554_pool_249757007682,0.758138372686,True,False,False,True,1.25,1.279499532,1.25,0.75,0.75,0.94481993682,0.256463037713,0.924506573456,1,0.912025329685,0.0619773597953,0.310332904333,0.712122820873,1,11.1138752785,1,0,0,False,False,False,False,False
g554_registry_00578,g554_c00578,coordinate_descent_lines,small,g554_pool_315730690709,0.333333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.5,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00579,g554_c00579,flow_wait_progress_micro_sweep,tiny,g554_pool_807158584046,0.0733333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.05,0.05,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00580,g554_c00580,lambda_cong_micro_sweep,tiny,g554_pool_825509764443,0.29,True,False,False,True,1.25,1.3,1.25,0.75,0.75,1,0,0.95,1,0.75,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00581,g554_c00581,cost_clamp_micro_sweep,tiny,g554_pool_505205556573,0.783333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.6,10,1,0,0,False,False,False,False,False
g554_registry_00582,g554_c00582,rho_decay_micro_sweep,tiny,g554_pool_248464459100,0.45,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.93,0.975,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00583,g554_c00583,shrinkage_to_hand_from_risky,near_miss,g554_pool_571369429596,0.945117299767,True,False,False,True,1.25,1.12417995164,1.25,0.75,0.75,1,0.5,0.95,1,1.17384090232,0.405930538139,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00584,g554_c00584,negative_controls_wide_random,wide_diagnostic,g554_pool_087177584466,7.32673623924,True,False,False,False,0.913344913345,0.53496003496,2.08853608854,0.994610994611,1.68903693904,0.460954960955,0.832657082657,0.971291671292,0.904095904096,1.33513083513,1.30945330945,0.308129108129,0.368502618503,0.372970872971,11.8788038788,0,0,1,False,False,False,False,False
g554_registry_00585,g554_c00585,one_factor_small_perturbation,tiny,g554_pool_538493657709,0.02465657466,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.02465657466,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00586,g554_c00586,two_factor_interaction,small,g554_pool_609193291166,0.0391224391225,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.318702048702,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00587,g554_c00587,trust_region_sobol_around_hand,medium,g554_pool_275667111158,1.06803461803,True,False,False,True,1.25,1.17763036513,1.25,0.75,0.75,0.862372087372,0,0.905151998902,1,0.954840804841,0,0.378415548416,0.636852074352,0.931444381444,11.8292099792,1,0,0,False,False,False,False,False
g554_registry_00588,g554_c00588,trust_region_sobol_around_nearmiss,near_miss,g554_pool_284941690639,2.73310963718,True,False,False,True,1.25,1.27493175931,1.25,0.75,0.75,1.04573624574,1.02530868156,0.928046748672,1,0.787187634391,0.259470981058,0.362708852709,0.723850755101,0.975444112944,8.24978289393,0,0,1,False,False,False,False,False
g554_registry_00589,g554_c00589,cma_es_style_offline_candidates,near_miss,g554_pool_355734410390,0.910071837258,True,False,False,True,1.25,1.29202965953,1.25,0.75,0.75,1.03048168948,0.178257722008,0.977920574471,1,0.927672076473,0.0590296481907,0.335467275067,0.690112076362,0.982619203619,10.0664664063,1,0,0,False,False,False,False,False
g554_registry_00590,g554_c00590,cross_entropy_elite_refits,near_miss,g554_pool_364411138493,1.43906349851,True,False,False,True,1.25,1.2281008931,1.25,0.75,0.75,1.04894951445,0.585285354185,0.976126463477,1,1.11754696379,0.458834472331,0.39007993448,0.709958903709,0.970358917359,10.5426902617,1,0,0,False,False,False,False,False
g554_registry_00591,g554_c00591,flow_wait_progress_micro_sweep,tiny,g554_pool_722713030887,0.22,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.15,0.15,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00592,g554_c00592,lambda_cong_micro_sweep,tiny,g554_pool_714532956066,0.13,True,False,False,True,1.25,1.35,1.25,0.75,0.75,1,0,0.95,1,1.05,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00593,g554_c00593,cost_clamp_micro_sweep,tiny,g554_pool_015890851718,0.320833333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.9,10.25,1,0,0,False,False,False,False,False
g554_registry_00594,g554_c00594,rho_decay_micro_sweep,tiny,g554_pool_706565799670,0.6,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.91,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00595,g554_c00595,shrinkage_to_hand_from_risky,near_miss,g554_pool_733682502467,0.0752393139337,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0303718192563,0.95,1,1.01390765793,0.035,0.35,0.75,0.989724349551,11,1,0,0,False,False,False,False,False
g554_registry_00596,g554_c00596,negative_controls_wide_random,wide_diagnostic,g554_pool_618798000178,5.67465506214,True,False,False,False,0.226818226818,1.1530956531,0.544698544699,0.110985110985,0.280758030758,0.827066327066,1.1086998587,0.94970984971,0.934990534991,0.729616229616,0.0492075492075,0.683486283486,0.894736894737,0.48316023316,11.2097192097,0,1,0,False,False,False,False,False
g554_registry_00597,g554_c00597,one_factor_small_perturbation,medium,g554_pool_102908981389,0.0802609552608,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.100326194076,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00598,g554_c00598,two_factor_interaction,small,g554_pool_343729750355,0.0537411537407,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.01913101913,0,0.35,0.75,0.974042399042,11,1,0,0,False,False,False,False,False
g554_registry_00599,g554_c00599,trust_region_sobol_around_hand,small,g554_pool_773683279294,0.680668449408,True,False,False,True,1.25,1.22810785311,1.25,0.75,0.75,1.07414162414,0.0463127338127,0.988366275241,1,0.980456742957,0,0.312947442947,0.724381474381,0.957283594784,10.8011797512,1,0,0,False,False,False,False,False
g554_registry_00600,g554_c00600,trust_region_sobol_around_nearmiss,near_miss,g554_pool_346194957520,1.27634289789,True,False,False,True,1.25,1.20217456155,1.25,0.75,0.75,1.04897444897,0.451901016228,0.980274796525,1,1.08293025491,0.361263747474,0.360113130113,0.689997361872,0.97953971704,11.5178699304,1,0,0,False,False,False,False,False
g554_registry_00601,g554_c00601,cma_es_style_offline_candidates,near_miss,g554_pool_416547417813,1.94035686821,True,False,False,True,1.25,1.00119443347,1.25,0.75,0.75,0.933916637416,0.627764810265,0.979172495223,1,1.28744851535,0.65,0.310063336063,0.79288064038,1,10.6067486057,1,0,0,False,False,False,False,False
g554_registry_00602,g554_c00602,cross_entropy_elite_refits,near_miss,g554_pool_786644048019,0.992451952417,True,False,False,True,1.25,1.20794372349,1.25,0.75,0.75,1.04650625951,0.258222670723,0.9175,1,1.12316888082,0.2275,0.332472633673,0.732963417964,1,11.3434024024,1,0,0,False,False,False,False,False
g554_registry_00603,g554_c00603,flow_wait_progress_micro_sweep,tiny,g554_pool_989747735429,0.0533333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.95,0.025,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00604,g554_c00604,lambda_cong_micro_sweep,tiny,g554_pool_603214177723,0.4,True,False,False,True,1.25,1,1.25,0.75,0.75,1,0,0.95,1,0.8,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00605,g554_c00605,cost_clamp_micro_sweep,tiny,g554_pool_567525114454,0.529166666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.65,10.75,1,0,0,False,False,False,False,False
g554_registry_00606,g554_c00606,rho_decay_micro_sweep,tiny,g554_pool_189966178505,0.65,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.995,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00607,g554_c00607,shrinkage_to_hand_from_risky,near_miss,g554_pool_505521252933,0.436897511204,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.983971432057,0.165479144042,0.35,0.75,1,10.8778019444,1,0,0,False,False,False,False,False
g554_registry_00608,g554_c00608,negative_controls_wide_random,wide_diagnostic,g554_pool_390967961188,5.04903283653,True,False,False,False,0.0701760701761,1.58158983159,0.651518651519,0.522640522641,0.960474460474,0.520256020256,0.142332642333,0.934869034869,0.960545760546,1.04727054727,1.36872736873,0.685767085767,0.455902705903,0.855861855862,8.73364073364,1,0,0,False,False,False,False,False
g554_registry_00609,g554_c00609,one_factor_small_perturbation,small,g554_pool_158554148710,0.0423922173933,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.06358832609,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00610,g554_c00610,two_factor_interaction,small,g554_pool_824538580381,0.21452470202,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.928547529798,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00611,g554_c00611,trust_region_sobol_around_hand,tiny,g554_pool_898726813031,0.250285326845,True,False,False,True,1.25,1.23836108992,1.25,0.75,0.75,1.0185293029,0.015163491726,0.962200773138,1,1.00931448431,0,0.337506322506,0.728843744469,0.988698763699,11.150231619,1,0,0,False,False,False,False,False
