registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,source_candidate,source_context_key,bounded_updateparams,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g551_registry_551000220,repair5g551_theta_551000220,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000105,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.983819344861,10.7743959512,1,0,0,False,False,False,False,False
g551_registry_551000221,repair5g551_theta_551000221,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000105,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.967638689723,10.5487919024,1,0,0,False,False,False,False,False
g551_registry_551000222,repair5g551_theta_551000222,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000105,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.951458034584,10.3231878536,1,0,0,False,False,False,False,False
g551_registry_551000223,repair5g551_theta_551000223,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,,,True,1.125,1.175,1.175,0.675,0.675,0.9,0.9,0.945,0.99,0.95,0.9,0.315,0.7,0.925,10.7,1,0,0,False,False,False,False,False
g551_registry_551000224,repair5g551_theta_551000224,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,,,True,0.9375,1.0625,1.0625,0.5625,0.5625,0.75,0.75,0.9375,0.975,0.875,0.75,0.2625,0.625,0.8125,10.25,1,0,0,False,False,False,False,False
g551_registry_551000225,repair5g551_theta_551000225,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,,,True,0.625,0.875,0.875,0.375,0.375,0.5,0.5,0.925,0.95,0.75,0.5,0.175,0.5,0.625,9.5,1,0,0,False,False,False,False,False
g551_registry_551000226,repair5g551_theta_551000226,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,,,True,0.3125,0.6875,0.6875,0.1875,0.1875,0.25,0.25,0.9125,0.925,0.625,0.25,0.0875,0.375,0.4375,8.75,1,0,0,False,False,False,False,False
g551_registry_551000279,repair5g551_theta_551000279,theta_alpha_flow_wait_progress_-0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,0.8,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000280,repair5g551_theta_551000280,theta_alpha_flow_wait_progress_-0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,0.9,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000281,repair5g551_theta_551000281,theta_alpha_flow_wait_progress_+0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1.1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000282,repair5g551_theta_551000282,theta_alpha_flow_wait_progress_+0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1.2,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000283,repair5g551_theta_551000283,theta_lambda_flow_-0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.8,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000284,repair5g551_theta_551000284,theta_lambda_flow_-0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.9,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000285,repair5g551_theta_551000285,theta_lambda_flow_+0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000286,repair5g551_theta_551000286,theta_lambda_flow_+0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.2,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000287,repair5g551_theta_551000287,theta_lambda_cong_-0.18,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.82,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000288,repair5g551_theta_551000288,theta_lambda_cong_-0.08,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.92,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000289,repair5g551_theta_551000289,theta_lambda_cong_+0.08,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.08,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000290,repair5g551_theta_551000290,theta_lambda_cong_+0.18,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.18,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000291,repair5g551_theta_551000291,theta_flow_shield_beta_-0.08,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.27,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000292,repair5g551_theta_551000292,theta_flow_shield_beta_-0.04,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.31,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000293,repair5g551_theta_551000293,theta_flow_shield_beta_+0.04,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.39,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000294,repair5g551_theta_551000294,theta_flow_shield_beta_+0.08,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.43,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000295,repair5g551_theta_551000295,theta_max_flow_shield_-0.15,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.6,1,11,1,0,0,False,False,False,False,False
g551_registry_551000296,repair5g551_theta_551000296,theta_max_flow_shield_-0.05,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.7,1,11,1,0,0,False,False,False,False,False
g551_registry_551000297,repair5g551_theta_551000297,theta_max_flow_shield_+0.05,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.8,1,11,1,0,0,False,False,False,False,False
g551_registry_551000298,repair5g551_theta_551000298,theta_max_flow_shield_+0.15,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.9,1,11,1,0,0,False,False,False,False,False
g551_registry_551000299,repair5g551_theta_551000299,theta_alpha_cong_commit_nonprogress_-0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.05,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000300,repair5g551_theta_551000300,theta_alpha_cong_commit_nonprogress_-0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.15,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000301,repair5g551_theta_551000301,theta_alpha_cong_commit_nonprogress_+0.10,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.35,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000302,repair5g551_theta_551000302,theta_alpha_cong_commit_nonprogress_+0.20,bounded_residual_around_static_flow,bounded_residual_around_static_flow,,,True,1.25,1.45,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000303,repair5g551_theta_551000303,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000001,,True,1.25,1.13431216672,1.25,0.75,0.75,1,1.068,0.95,1,1.02669983184,1.031,0.268,0.792,0.977,11.074,1,0,0,False,False,False,False,False
g551_registry_551000304,repair5g551_theta_551000304,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000038,,True,1.25,1.25,1.25,0.75,0.75,1,0.525535402929,0.95,1,1.032,0.965994264011,0.434,0.647,1,11.084,1,0,0,False,False,False,False,False
g551_registry_551000305,repair5g551_theta_551000305,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000075,,True,1.25,1.25,1.25,0.75,0.75,1,1.035,0.95,1,0.952,1.029,0.422,0.788,0.635270383459,11.9076001088,1,0,0,False,False,False,False,False
g551_registry_551000306,repair5g551_theta_551000306,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000112,,True,1.25,1.15,1.25,0.75,0.75,1,1.015,0.95,1,0.69,0.908,0.1925,0.7035,0.703260735815,11.4761841291,1,0,0,False,False,False,False,False
g551_registry_551000307,repair5g551_theta_551000307,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000149,,True,1.25,1.3125,1.25,0.75,0.75,1,1.053,0.95,1,1.213,0.574542600832,0.323947488157,0.664581805466,0.763,9.302,1,0,0,False,False,False,False,False
g551_registry_551000308,repair5g551_theta_551000308,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000186,,True,1.25,1.3875,1.25,0.75,0.75,1,0.622160877833,0.95,1,0.98192615132,1.272,0.2555,0.7345,0.652274168391,11.921,1,0,0,False,False,False,False,False
g551_registry_551000309,repair5g551_theta_551000309,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000223,,True,1.25,1.45,1.25,0.75,0.75,1,1.073,0.95,1,1.20534560134,0.75183020996,0.2245,0.606,1,8.991,1,0,0,False,False,False,False,False
g551_registry_551000310,repair5g551_theta_551000310,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000260,,True,1.25,1.2,1.25,0.75,0.75,1,1.19386035923,0.95,1,0.816093651454,1.22932119012,0.4335,0.9635,0.889,8.811,1,0,0,False,False,False,False,False
g551_registry_551000311,repair5g551_theta_551000311,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000297,,True,1.25,1.4875,1.25,0.75,0.75,1,0.928929231642,0.95,1,0.984007432433,1.20956135048,0.2725,0.8525,0.965,9.13,1,0,0,False,False,False,False,False
g551_registry_551000312,repair5g551_theta_551000312,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000334,,True,1.25,1.25,1.25,0.75,0.75,1,0.413,0.95,1,1.431,0.148,0.148,1.213,0.458,8.95,1,0,0,False,False,False,False,False
g551_registry_551000313,repair5g551_theta_551000313,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000371,,True,1.25,1.25,1.25,0.75,0.75,1,0.354,0.95,1,0.91,0.032,0.303,1.048,0.908,9.628,0,1,0,False,False,False,False,False
g551_registry_551000314,repair5g551_theta_551000314,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000408,,True,1.25,1.25,1.25,0.75,0.75,1,0.583,0.95,1,0.888,0.811,0.618,0.833,0.867,11.118,0,0,1,False,False,False,False,False
g551_registry_551000315,repair5g551_theta_551000315,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000445,,True,1.25,1.25,1.25,0.75,0.75,1,0.153,0.95,1,1.249,0.454,0.618,1.193,0.855,9.594,1,0,0,False,False,False,False,False
g551_registry_551000316,repair5g551_theta_551000316,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000482,,True,1.25,1.25,1.25,0.75,0.75,1,0.882,0.95,1,1.443,0.556,0.476,0.337,0.751,11.528,0,1,0,False,False,False,False,False
g551_registry_551000317,repair5g551_theta_551000317,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000519,,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.875,0.416,0.744,0.945,0.752,9.844,0,0,1,False,False,False,False,False
g551_registry_551000318,repair5g551_theta_551000318,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000556,,True,1.25,1.25,1.25,0.75,0.75,1,0.347,0.95,1,0.973,0.133,0.535,0.949,0.411,9.663,1,0,0,False,False,False,False,False
g551_registry_551000319,repair5g551_theta_551000319,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000593,,True,1.25,1.25,1.25,0.75,0.75,1,0.087,0.95,1,1.319,1.378,0.235,1.179,0.794,8.761,0,1,0,False,False,False,False,False
g551_registry_551000320,repair5g551_theta_551000320,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000630,,True,1.25,1.25,1.25,0.75,0.75,1,0.755,0.95,1,1.136,0.7,0.621,1.099,0.395,10.176,0,0,1,False,False,False,False,False
g551_registry_551000321,repair5g551_theta_551000321,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000667,,True,1.25,1.25,1.25,0.75,0.75,1,0.174,0.95,1,0.875,0.456,0,0.301,0.681,11.642,1,0,0,False,False,False,False,False
g551_registry_551000322,repair5g551_theta_551000322,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000704,,True,1.25,1.25,1.25,0.75,0.75,1,0.436,0.95,1,0.918,0.518,0.124,1.177,0.718,8.14,0,1,0,False,False,False,False,False
g551_registry_551000323,repair5g551_theta_551000323,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000741,,True,1.25,1.25,1.25,0.75,0.75,1,0.296,0.95,1,0.8,0.686,0.434,1.21,0.311,8.863,0,0,1,False,False,False,False,False
g551_registry_551000324,repair5g551_theta_551000324,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000778,,True,1.25,1.25,1.25,0.75,0.75,1,0.708,0.95,1,0.536,1.301,0.288,0.25,0.25,11.407,1,0,0,False,False,False,False,False
g551_registry_551000325,repair5g551_theta_551000325,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000815,,True,1.25,1.25,1.25,0.75,0.75,1,0.75,0.95,1,0.687,0.146,0.389,1.126,0.694,11.412,0,1,0,False,False,False,False,False
g551_registry_551000326,repair5g551_theta_551000326,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000852,,True,1.25,1.25,1.25,0.75,0.75,1,1.011,0.95,1,1.415,0.761,0.338,0.556,0.368,8.195,0,0,1,False,False,False,False,False
g551_registry_551000327,repair5g551_theta_551000327,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000889,,True,1.25,1.25,1.25,0.75,0.75,1,0.798,0.95,1,1.388,0.503,0.624,0.805,0.766,8.141,1,0,0,False,False,False,False,False
g551_registry_551000328,repair5g551_theta_551000328,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000926,,True,1.25,1.25,1.25,0.75,0.75,1,0.494,0.95,1,1.299,1.037,0.022,0.913,0.435,8,0,1,0,False,False,False,False,False
g551_registry_551000329,repair5g551_theta_551000329,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550000963,,True,1.25,1.25,1.25,0.75,0.75,1,1.171,0.95,1,0.831,1.5,0.054,1.123,0.251,11.522,0,0,1,False,False,False,False,False
g551_registry_551000330,repair5g551_theta_551000330,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001000,,True,1.25,1.25,1.25,0.75,0.75,1,0.981,0.95,1,1.104,1.271,0.488,1.26,0.688,11.732,1,0,0,False,False,False,False,False
g551_registry_551000331,repair5g551_theta_551000331,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001037,,True,1.25,1.25,1.25,0.75,0.75,1,1.143,0.95,1,0.662,0.152,0.73,1.341,0.396,8.954,0,1,0,False,False,False,False,False
g551_registry_551000332,repair5g551_theta_551000332,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001074,,True,1.25,1.25,1.25,0.75,0.75,1,1.084,0.95,1,0.903,1.06,0.57,0.605,0.643,9.911,0,0,1,False,False,False,False,False
g551_registry_551000333,repair5g551_theta_551000333,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001111,,True,1.25,1.25,1.25,0.75,0.75,1,1.019,0.95,1,0.5,1.402,0.555,0.634,0.883,11.49,1,0,0,False,False,False,False,False
g551_registry_551000334,repair5g551_theta_551000334,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001148,,True,1.25,1.25,1.25,0.75,0.75,1,1.182,0.95,1,1.366,1.435,0.399,1.306,0.518,11.484,0,1,0,False,False,False,False,False
g551_registry_551000335,repair5g551_theta_551000335,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001185,,True,1.25,1.25,1.25,0.75,0.75,1,0.519,0.95,1,1.371,0.743,0.427,1.158,0.336,8.676,0,0,1,False,False,False,False,False
g551_registry_551000336,repair5g551_theta_551000336,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001222,,True,1.25,1.25,1.25,0.75,0.75,1,0.892,0.95,1,0.685,0.203,0.8,0.914,1,10.797,1,0,0,False,False,False,False,False
g551_registry_551000337,repair5g551_theta_551000337,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001259,,True,1.25,1.25,1.25,0.75,0.75,1,0.801,0.95,1,0.645,1.395,0.297,0.466,0.698,10.323,0,1,0,False,False,False,False,False
g551_registry_551000338,repair5g551_theta_551000338,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001296,,True,1.25,1.25,1.25,0.75,0.75,1,1.208,0.95,1,0.695,1.245,0.557,1.271,0.537,8,0,0,1,False,False,False,False,False
g551_registry_551000339,repair5g551_theta_551000339,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001333,,True,1.25,1.25,1.25,0.75,0.75,1,0.386,0.95,1,1.195,0.633,0.128,1.377,0.69,9.731,1,0,0,False,False,False,False,False
g551_registry_551000340,repair5g551_theta_551000340,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001370,,True,1.25,1.25,1.25,0.75,0.75,1,0.024,0.95,1,1.034,0.793,0.623,1.039,1,10.449,0,1,0,False,False,False,False,False
g551_registry_551000341,repair5g551_theta_551000341,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001407,,True,1.25,1.25,1.25,0.75,0.75,1,0.459,0.95,1,1.274,0.64,0.542,0.847,0.25,9.295,0,0,1,False,False,False,False,False
g551_registry_551000342,repair5g551_theta_551000342,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001444,,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.623,0.532,0.632,1.195,0.25,11.611,1,0,0,False,False,False,False,False
g551_registry_551000343,repair5g551_theta_551000343,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001481,,True,1.25,1.25,1.25,0.75,0.75,1,0.935,0.95,1,0.814,0.066,0.501,0.735,0.843,9.975,0,1,0,False,False,False,False,False
g551_registry_551000344,repair5g551_theta_551000344,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001518,,True,1.25,1.25,1.25,0.75,0.75,1,0.503,0.95,1,1.152,0.305,0.088,0.494,0.327,8,0,0,1,False,False,False,False,False
g551_registry_551000345,repair5g551_theta_551000345,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001555,,True,1.25,1.25,1.25,0.75,0.75,1,0.786,0.95,1,0.837,1.056,0.266,0.862,0.481,8.711,1,0,0,False,False,False,False,False
g551_registry_551000346,repair5g551_theta_551000346,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001592,,True,1.25,1.25,1.25,0.75,0.75,1,0.472,0.95,1,1.479,1.011,0.042,0.396,0.712,10.053,0,1,0,False,False,False,False,False
g551_registry_551000347,repair5g551_theta_551000347,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001629,,True,1.25,1.25,1.25,0.75,0.75,1,0.238,0.95,1,0.5,0.294,0.497,0.895,0.501,8.178,0,0,1,False,False,False,False,False
g551_registry_551000348,repair5g551_theta_551000348,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001666,,True,1.25,1.25,1.25,0.75,0.75,1,0.035,0.95,1,0.923,0.677,0.317,0.548,0.885,11.737,1,0,0,False,False,False,False,False
g551_registry_551000349,repair5g551_theta_551000349,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001703,,True,1.25,1.25,1.25,0.75,0.75,1,0.414,0.95,1,1.381,1.476,0.8,0.829,0.402,11.76,0,1,0,False,False,False,False,False
g551_registry_551000350,repair5g551_theta_551000350,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001740,,True,1.25,1.25,1.25,0.75,0.75,1,0.781,0.95,1,1.208,0.971,0.13,1.187,0.507,10.92,0,0,1,False,False,False,False,False
g551_registry_551000351,repair5g551_theta_551000351,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001777,,True,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.216,0.854,0.456,0.287,0.384,9.994,1,0,0,False,False,False,False,False
g551_registry_551000352,repair5g551_theta_551000352,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001814,,True,1.25,1.25,1.25,0.75,0.75,1,0.002,0.95,1,0.717,0,0.673,1.258,0.724,11.712,0,1,0,False,False,False,False,False
g551_registry_551000353,repair5g551_theta_551000353,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001851,,True,1.25,1.25,1.25,0.75,0.75,1,0.052,0.95,1,0.79,0.934,0.066,0.656,0.778,11.661,0,0,1,False,False,False,False,False
g551_registry_551000354,repair5g551_theta_551000354,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001888,,True,1.25,1.25,1.25,0.75,0.75,1,0.255,0.95,1,1.349,0.381,0.138,1.136,0.549,11.688,1,0,0,False,False,False,False,False
g551_registry_551000355,repair5g551_theta_551000355,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001925,,True,1.25,1.25,1.25,0.75,0.75,1,0.944,0.95,1,0.957,1.326,0.697,1.5,0.404,8.857,0,1,0,False,False,False,False,False
g551_registry_551000356,repair5g551_theta_551000356,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001962,,True,1.25,1.25,1.25,0.75,0.75,1,0.076,0.95,1,1.03,1.303,0.444,0.25,0.704,11.719,0,0,1,False,False,False,False,False
g551_registry_551000357,repair5g551_theta_551000357,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550001999,,True,1.25,1.25,1.25,0.75,0.75,1,0.711,0.95,1,1.084,0.502,0.02,0.906,0.7,8.758,1,0,0,False,False,False,False,False
g551_registry_551000358,repair5g551_theta_551000358,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002036,,True,1.25,1.25,1.25,0.75,0.75,1,0.553,0.95,1,0.702,1.5,0.675,1.121,0.547,11.831,0,1,0,False,False,False,False,False
g551_registry_551000359,repair5g551_theta_551000359,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002073,,True,1.25,1.25,1.25,0.75,0.75,1,0.141,0.95,1,1.121,0.495,0.49,1.5,0.684,8.968,0,0,1,False,False,False,False,False
g551_registry_551000360,repair5g551_theta_551000360,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002110,,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.092,1.316,0,0.597,0.874,11.673,1,0,0,False,False,False,False,False
g551_registry_551000361,repair5g551_theta_551000361,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002147,,True,1.25,1.25,1.25,0.75,0.75,1,0.423,0.95,1,1.371,1.112,0.043,0.627,0.421,10.498,0,1,0,False,False,False,False,False
g551_registry_551000362,repair5g551_theta_551000362,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002184,,True,1.25,1.25,1.25,0.75,0.75,1,0.305,0.95,1,0.551,0.333,0.425,0.829,0.876,10.05,0,0,1,False,False,False,False,False
g551_registry_551000363,repair5g551_theta_551000363,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002221,,True,1.25,1.25,1.25,0.75,0.75,1,0.696,0.95,1,1.281,0.17,0.253,0.867,0.25,8.417,1,0,0,False,False,False,False,False
g551_registry_551000364,repair5g551_theta_551000364,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002258,,True,1.25,1.25,1.25,0.75,0.75,1,0.886,0.95,1,0.771,0.413,0.629,1.402,0.25,9.302,0,1,0,False,False,False,False,False
g551_registry_551000365,repair5g551_theta_551000365,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002295,,True,1.25,1.25,1.25,0.75,0.75,1,0.882,0.95,1,1.08,0.703,0.655,1.364,0.401,10.331,0,0,1,False,False,False,False,False
g551_registry_551000366,repair5g551_theta_551000366,sobol_bounded_control,sobol_negative_control,sobol_negative_control,repair5g550_theta_550002332,,True,1.25,1.25,1.25,0.75,0.75,1,0.195,0.95,1,1.407,0.606,0,1.281,0.576,11.187,1,0,0,False,False,False,False,False
g551_registry_551000367,repair5g551_theta_551000367,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,0.7,0.95,1,1,0.7,0.2,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000368,repair5g551_theta_551000368,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,0.76,0.95,1,1,0.75,0.25,0.75,1,11,1,0,0,False,False,False,False,False
